[ 2012-04-17T00:00:36+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.026545s ]
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ContentReplace Behavior [ RunTime:0.001423s ]
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run TokenBuild Behavior [ RunTime:0.001408s ]
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.001285s ]
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowRuntime Behavior [ RunTime:0.001397s ]
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.005722s ]
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 120 行.
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 121 行.
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 122 行.
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.003695s ]
[ 2012-04-17T20:48:51+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.003794s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run CheckRoute Behavior [ RunTime:0.000966s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001101s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000646s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000499s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001256s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003043s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [8] Undefined index:  id IntroductionAction.class.php 第 76 行.
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 0 LIMIT 1   [ RunTime:0.001430s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run LocationTemplate Behavior [ RunTime:0.000887s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.000969s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ParseTemplate Behavior [ RunTime:0.001539s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.001645s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ContentReplace Behavior [ RunTime:0.000667s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run TokenBuild Behavior [ RunTime:0.000757s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.000434s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ShowRuntime Behavior [ RunTime:0.000650s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.002742s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 120 行.
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 121 行.
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 122 行.
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.002568s ]
[ 2012-04-17T20:48:52+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.002679s ]
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.001848s ]
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001988s ]
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001540s ]
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.001553s ]
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.003214s ]
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003547s ]
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 1 LIMIT 1   [ RunTime:0.001079s ]
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run LocationTemplate Behavior [ RunTime:0.003956s ]
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.004054s ]
[ 2012-04-17T20:49:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.001520s ]
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001700s ]
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000940s ]
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000529s ]
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001598s ]
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003628s ]
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 1 LIMIT 1   [ RunTime:0.002414s ]
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run LocationTemplate Behavior [ RunTime:0.003475s ]
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.003557s ]
[ 2012-04-17T20:50:43+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.001113s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001303s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000754s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000535s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001419s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003256s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 1 LIMIT 1   [ RunTime:0.001212s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run LocationTemplate Behavior [ RunTime:0.003635s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.003715s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.000973s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001101s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000643s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000648s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001395s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003162s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 1 LIMIT 1   [ RunTime:0.001274s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run LocationTemplate Behavior [ RunTime:0.003457s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.003532s ]
[ 2012-04-17T20:50:44+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.002587s ]
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.002935s ]
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000986s ]
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000533s ]
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001661s ]
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.002936s ]
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 1 LIMIT 1   [ RunTime:0.001065s ]
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run LocationTemplate Behavior [ RunTime:0.003458s ]
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.003553s ]
[ 2012-04-17T20:50:45+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.002093s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.002230s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001851s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.001517s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.003487s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003694s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 1 LIMIT 1   [ RunTime:0.001204s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run LocationTemplate Behavior [ RunTime:0.004498s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.004608s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ParseTemplate Behavior [ RunTime:0.025655s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.025765s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ContentReplace Behavior [ RunTime:0.002154s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run TokenBuild Behavior [ RunTime:0.002255s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.002088s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowRuntime Behavior [ RunTime:0.002297s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.008988s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 120 行.
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 121 行.
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 122 行.
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.004000s ]
[ 2012-04-17T20:51:28+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.004092s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run CheckRoute Behavior [ RunTime:0.000981s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001138s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000740s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000745s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001650s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003374s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [8] Undefined index:  id IntroductionAction.class.php 第 76 行.
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 0 LIMIT 1   [ RunTime:0.001021s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run LocationTemplate Behavior [ RunTime:0.003408s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.003491s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ParseTemplate Behavior [ RunTime:0.003204s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.003314s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ContentReplace Behavior [ RunTime:0.002759s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run TokenBuild Behavior [ RunTime:0.003607s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.002003s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ShowRuntime Behavior [ RunTime:0.002512s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.011192s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 120 行.
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 121 行.
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 122 行.
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.003648s ]
[ 2012-04-17T20:51:29+08:00 ] /admin.php/Introduction/introModify/js/jquery-1.4.1.js | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.003729s ]
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.003191s ]
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.003361s ]
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000753s ]
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000506s ]
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001363s ]
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003234s ]
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | SQL: SELECT * FROM `qilihai_introduction` WHERE id = 1 LIMIT 1   [ RunTime:0.000931s ]
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Run LocationTemplate Behavior [ RunTime:0.003790s ]
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.003894s ]
[ 2012-04-17T20:52:27+08:00 ] /admin.php/Introduction/introModify/id/1 | DEBUG: Tag[ view_parse ] --START--
